Record Id,Created Time,HSLP ordered at,Platform database ID (Agent),Display name,Property city,State (Agent),Closing date,Property Status,Property Status Updated,Closing Date is Wrong
zcrm_1781014000188608157,9/4/22 13:14,9/4/22 14:28,141426,2702 Bristol Ct,Sugar Land,Texas,,,,FALSE
zcrm_1781014000188557005,9/3/22 19:09,9/4/22 9:13,186219,5402 Westover Street,Houston,Texas,,,,FALSE
zcrm_1781014000188543955,9/4/22 8:59,9/4/22 22:21,148651,63 SE County Road 4114,Mount Vernon,Texas,,,,FALSE
zcrm_1781014000188536017,9/3/22 16:24,9/3/22 20:45,52933,19411 Young Oak Street,Spring,Texas,,,,FALSE
zcrm_1781014000188531541,9/3/22 16:43,9/4/22 13:51,367095,1205 Low Branch Lane,Leander,Texas,,,,FALSE
zcrm_1781014000188531437,9/3/22 16:09,9/6/22 7:28,217082,1022 Oleander,Lake Jackson,Texas,,,,FALSE
zcrm_1781014000188528280,9/3/22 13:55,9/3/22 14:14,345724,4517 Maxie,Houston,Texas,,,,FALSE
zcrm_1781014000188523171,9/3/22 12:32,9/6/22 10:46,254775,540 Brandon Rd,Conroe,Texas,,,,FALSE
zcrm_1781014000188523015,9/3/22 11:47,9/6/22 16:47,357826,210 W Guilford Street,Thomasville,North Carolina,,,,FALSE
zcrm_1781014000188513925,9/3/22 15:20,9/4/22 11:42,234977,12222 Owens,Conroe,Texas,,,,FALSE
zcrm_1781014000188513447,9/3/22 12:01,9/4/22 19:55,23300,1205 Elm Street Unit #2,Austin,Texas,,,,FALSE
zcrm_1781014000188511926,9/3/22 12:56,9/3/22 16:27,33187,2662 Wasina Dr,Farmers Branch,Texas,,,,FALSE
zcrm_1781014000188505930,9/3/22 11:32,9/4/22 14:02,112579,1959 Pillard Summit,San Antonio,Texas,,,,FALSE
zcrm_1781014000188505847,9/3/22 11:00,9/3/22 13:26,169277,805 Bradley Dr.,Athens,Texas,,,,FALSE
zcrm_1781014000188503059,9/3/22 6:26,9/3/22 13:40,308847,24830 pacific dunes ln,Spring,Texas,,,,FALSE
zcrm_1781014000188498195,9/3/22 7:33,9/4/22 17:34,317611,103 Hebron Lane,Sylva,North Carolina,,,,FALSE
zcrm_1781014000188487066,9/2/22 21:14,9/3/22 2:12,171874,157 Suncrest Dr,Orange,Texas,,,,FALSE
zcrm_1781014000188463527,9/2/22 20:35,9/2/22 21:13,365772,2110 N. Fountain Valley Dr.,Missouri City,Texas,,,,FALSE
zcrm_1781014000188453705,9/2/22 21:08,9/4/22 5:43,555,11418 Dodson Trl,San Antonio,Texas,,,,FALSE
zcrm_1781014000188451130,9/2/22 16:42,9/5/22 11:27,350971,186 pullman,la vernia,Texas,,,,FALSE
zcrm_1781014000188450291,9/2/22 17:30,9/4/22 11:12,7424,1801 Ports O Call Drive,Plano,Texas,,,,FALSE
zcrm_1781014000188448383,9/2/22 18:01,9/3/22 8:13,5498,720 Morgan Hill Dr,Dripping Springs,Texas,,,,FALSE
zcrm_1781014000188443687,9/2/22 19:37,9/3/22 8:57,331710,1601 Toplea Dr,Euless,Texas,,,,FALSE
zcrm_1781014000188438403,9/2/22 15:42,9/2/22 23:17,3554,21434 HUNTER HART DR,PORTER,Texas,,,,FALSE
zcrm_1781014000188434842,9/2/22 16:35,9/2/22 16:44,207182,3306 Timberlane Circle,Orange,Texas,,,,FALSE
zcrm_1781014000188434662,9/2/22 16:12,9/5/22 8:48,3642,3406 Gilbert St,Austin,Texas,,,,FALSE
zcrm_1781014000188434345,9/2/22 15:00,9/2/22 15:50,52506,1303 Overshine Ln,Midland,Texas,,,,FALSE
zcrm_1781014000188432836,9/2/22 15:35,9/2/22 16:17,78585,162 Selig Road,Pocono Lake,Pennsylvania,2-Sep-22,,,FALSE
zcrm_1781014000188431569,9/2/22 14:57,9/2/22 19:23,130053,6810 Pioneer Trl,Katy,Texas,,,,FALSE
zcrm_1781014000188420640,9/2/22 15:07,9/4/22 18:19,21377,8209 Mosstree Drive,Arlington,Texas,,,,FALSE
zcrm_1781014000188419976,9/2/22 15:29,9/4/22 16:37,66207,26 Autumn Oaks Drive,The HIlls,Texas,,,,FALSE
zcrm_1781014000188419814,9/2/22 15:09,9/2/22 15:15,218927,902 Silverton Dr,Midland,Texas,,,,FALSE
zcrm_1781014000188415680,9/2/22 15:25,9/8/22 8:41,353355,2913 Seavista Court,Fayetteville,North Carolina,,,,FALSE
zcrm_1781014000188415596,9/2/22 15:03,9/8/22 11:54,21377,215 Greathouse Circle,Waxahachie,Texas,,,,FALSE
zcrm_1781014000188415109,9/2/22 13:28,9/4/22 14:17,142132,285 Mesquite Drive,Cedar Creek,Texas,,,,FALSE
zcrm_1781014000188357862,9/2/22 14:22,9/2/22 15:37,366823,11626 Blossom Blf,Schertz,Texas,,,,FALSE
zcrm_1781014000188357006,9/2/22 10:47,9/2/22 12:11,3809,1608 Vernon Dr,Providence Village,Texas,,,,FALSE
zcrm_1781014000188353040,9/2/22 10:56,9/2/22 11:14,8863,9921 Greenfield Drive,Dallas,Texas,,,,FALSE
zcrm_1781014000188352537,9/2/22 12:00,9/3/22 23:23,970,15357 Tortuga Ct,Corpus Christi,Texas,,,,FALSE
zcrm_1781014000188352436,9/2/22 11:48,9/4/22 14:40,23042,1900 Scofield Ridge Pkwy Unit #4603,Austin,Texas,,,,FALSE
zcrm_1781014000188352001,9/2/22 10:45,9/6/22 15:47,256013,136 Marine Drive,Graford,Texas,,,,FALSE
zcrm_1781014000188351646,9/2/22 12:22,9/8/22 14:33,36110,211 San Saba,New Braunfels,Texas,,,,FALSE
zcrm_1781014000188346381,9/2/22 11:38,9/2/22 12:10,197354,7209 Edwards Road,Denton,Texas,,,,FALSE
zcrm_1781014000188337994,9/2/22 13:34,9/3/22 17:01,110187,995 Center St.,Bridge City,Texas,,,,FALSE
zcrm_1781014000188337434,9/2/22 11:44,9/2/22 17:49,115707,16902 Happy Hollow Drive,San Antonio,Texas,,,,FALSE
zcrm_1781014000188335050,9/2/22 10:50,9/2/22 11:11,129628,6000,Austin,Texas,,,,FALSE
zcrm_1781014000188313110,9/2/22 9:43,9/5/22 19:21,79632,826 Scott Street,Wilkes Barre,Pennsylvania,,,,FALSE
zcrm_1781014000188302131,9/2/22 8:15,9/4/22 17:25,119162,2233 Goldenrod Avenue,Fort Worth,Texas,,,,FALSE
zcrm_1781014000188290633,9/2/22 9:46,9/2/22 9:53,112122,3400 Addison dt,Killeen,Texas,,,,FALSE
zcrm_1781014000188290464,9/2/22 9:04,9/5/22 11:29,178664,84 Thunder Canyon,Boerne,Texas,,,,FALSE
zcrm_1781014000188286368,9/2/22 4:07,9/7/22 16:34,50955,12940 N Puffin Lane,Willis,Texas,,,,FALSE
zcrm_1781014000188284851,9/2/22 8:38,9/5/22 19:34,14024,5435 N Crooked Creek Drive,Houston,Texas,,,,FALSE
zcrm_1781014000188282809,9/2/22 8:20,9/5/22 18:38,53307,601 Colonial Drive,Portland,Texas,,,,FALSE
zcrm_1781014000188272318,9/1/22 21:15,9/2/22 7:51,311950,840 S Palmer Ave,Tyler,Texas,,,,FALSE
zcrm_1781014000188269436,9/1/22 22:31,9/1/22 22:45,245277,4206 Flora Dr,Pasadena,Texas,,,,FALSE
zcrm_1781014000188269045,9/1/22 19:34,9/1/22 19:46,252467,133 County Road 2340,Mount Pleasant,Texas,,,,FALSE
zcrm_1781014000188250154,9/1/22 17:41,9/1/22 17:41,ID:b43f71ef-9d27-4417-abd5-afd620631aca,12935 Plumas Street 95422,Clearlake,California,3-Oct-22,,,FALSE
zcrm_1781014000188245945,9/1/22 20:50,9/1/22 22:07,245277,4206 Flora Dr,Pasadean,Texas,,,,FALSE
zcrm_1781014000188245453,9/1/22 18:40,9/2/22 16:26,64902,242 Lottie Lane,Harker Heights,Texas,,,,FALSE
zcrm_1781014000188236801,9/1/22 19:15,9/2/22 11:41,79241,1208 Cobbs Street,Drexel Hill,Pennsylvania,,,,FALSE
zcrm_1781014000188236362,9/1/22 17:29,9/8/22 10:02,288335,425 Nob Hill Rd,Dover,Delaware,,,,FALSE
zcrm_1781014000188235343,9/1/22 17:30,9/2/22 8:38,314575,8116 Limpkin Court,San Antonio,Texas,,,,FALSE
zcrm_1781014000188235232,9/1/22 16:52,9/1/22 20:39,20827,7951 Ocean Drive,Fort Worth,Texas,,,,FALSE
zcrm_1781014000188230661,9/1/22 18:00,9/2/22 9:39,366833,1706 Ninth,Terrell,Texas,,,,FALSE
zcrm_1781014000188219012,9/1/22 14:14,9/5/22 18:32,178346,17936 Great Basin Ave,Pflugerville,Texas,,,,FALSE
zcrm_1781014000188215902,9/1/22 16:27,9/1/22 20:01,171819,1872 ROBERTS ST,BEAUMONT,Texas,,,,FALSE
zcrm_1781014000188213258,9/1/22 14:49,9/7/22 11:57,255071,951 Racelad Rd,San Antonio,Texas,,,,FALSE
zcrm_1781014000188208079,9/1/22 14:09,9/1/22 14:17,36429,3103 Quail Run Dr,Alvin,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000188205219,9/1/22 14:19,9/6/22 11:39,222689,237 Washington Blvd,Franklin,Pennsylvania,,,,FALSE
zcrm_1781014000188169113,9/1/22 11:58,9/1/22 16:28,76398,237 Clydesdale Street,Waxahachie,Texas,,,,FALSE
zcrm_1781014000188160661,9/1/22 13:28,9/1/22 13:35,366713,2820 Vista View Ln.,Prosper,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000188160226,9/1/22 12:00,9/1/22 12:04,96617,10 Edgewood Ave,Temple,Pennsylvania,,Active,7-Sep-22,FALSE
zcrm_1781014000188155262,9/1/22 12:00,9/5/22 9:39,54043,405 Shirlington Rd.,Montgomery,Texas,,,,FALSE
zcrm_1781014000188141520,9/1/22 12:42,9/4/22 1:50,5352,437 Scenic View Dr,Aledo,Texas,,,,FALSE
zcrm_1781014000188124390,9/1/22 12:34,9/2/22 9:21,5154,905 Thicket Trail,Granbury,Texas,,,,FALSE
zcrm_1781014000188114678,9/1/22 13:10,9/1/22 13:29,44000,6200 Lantern View Drive,Jonestown,Texas,,,,FALSE
zcrm_1781014000188114224,9/1/22 11:34,9/4/22 9:41,14024,19722 Enchanted Oaks Drive,Spring,Texas,,,,FALSE
zcrm_1781014000188113227,9/1/22 12:00,9/8/22 9:27,366665,7710 Lower Hill Rd,Westover,Maryland,,Active,7-Sep-22,FALSE
zcrm_1781014000188068073,9/1/22 9:50,9/1/22 10:23,178419,8919 Polmont Dr.,Killeen,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000188063363,9/1/22 9:26,9/1/22 21:59,2493,414 Moten Alley,San Antonio,Texas,,,,FALSE
zcrm_1781014000188024844,9/1/22 4:17,9/1/22 4:17,,DEV = Incididunt earum cum 77344,Do exercitation inci,,,,,FALSE
zcrm_1781014000187988222,8/31/22 17:01,8/31/22 17:13,226242,320-322 North Ave,Sanford,North Carolina,4-Oct-22,,,FALSE
zcrm_1781014000187984643,8/31/22 17:58,9/8/22 10:08,332801,2284 Hartfords Bluff Circle,Mt. Pleasant,South Carolina,,Active,7-Sep-22,FALSE
zcrm_1781014000187983433,8/31/22 17:19,8/31/22 17:38,24770,12015 Casa Bonita St,San Antonio,Texas,,,,FALSE
zcrm_1781014000187981334,8/31/22 16:54,9/3/22 14:37,34102,5021 Silver Sage Drive,Wichita Falls,Texas,,,,FALSE
zcrm_1781014000187967627,8/31/22 16:37,8/31/22 16:37,ID:8482a22d-9704-486c-881f-1c017836cb17,West Avenue J 10 93534,Lancaster,California,30-Sep-22,,,FALSE
zcrm_1781014000187967006,8/31/22 14:51,9/1/22 13:40,131534,1705 Chesterfield Dr,Carrollton,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187966313,8/31/22 15:31,8/31/22 20:03,61011,11239 Ginger Hazel,San Antonio,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187963934,8/31/22 16:21,8/31/22 19:22,130059,14343 Judson Rd #803,San Antonio,Texas,,Pending,7-Sep-22,FALSE
zcrm_1781014000187960077,8/31/22 14:29,9/6/22 12:28,3060,13107 Hunters Valley St.,San Antonio,Texas,,,,FALSE
zcrm_1781014000187959728,8/31/22 16:12,9/1/22 14:47,65536,3001 Huntington Ct,Katy,Texas,,,,FALSE
zcrm_1781014000187958442,8/31/22 15:08,9/1/22 17:04,196062,6613 Autumn Mist Cove,Little Elm,Texas,,,,FALSE
zcrm_1781014000187958294,8/31/22 14:45,8/31/22 20:07,66674,630 Villa Creek Drive,Duncanville,Texas,,Pending,7-Sep-22,FALSE
zcrm_1781014000187893930,8/31/22 14:37,9/5/22 16:25,366407,344 Los Cobos LN,Georgetown,Texas,,,,FALSE
zcrm_1781014000187862902,8/31/22 14:11,9/2/22 10:11,123449,622 Croasdale Drive,Langhorne,Pennsylvania,,,,FALSE
zcrm_1781014000187849023,8/31/22 11:01,8/31/22 18:38,63107,9426 Emerald Green Dr,Rosharon,Texas,3-Oct-22,Active,7-Sep-22,FALSE
zcrm_1781014000187841448,8/31/22 11:34,9/1/22 9:18,247123,738 Laramie Dr,Lewisville,Texas,,,,FALSE
zcrm_1781014000187830248,8/31/22 9:21,9/1/22 13:09,5585,12510 Sir Christopher's Cove,Austin,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187820620,8/31/22 10:05,9/8/22 10:20,220887,7905 Vienna Drive,Plano,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187818350,8/31/22 8:10,8/31/22 8:52,164895,4364 Legends Bay Dr,Baytown,Texas,,,,FALSE
zcrm_1781014000187784004,8/30/22 20:51,9/8/22 0:15,192589,5604 Overton Drive,Parker,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187776344,8/30/22 20:42,9/1/22 23:31,99651,3707 Patience blvd,Dallas,Texas,,,,FALSE
zcrm_1781014000187773377,8/30/22 21:03,9/2/22 9:32,340507,210 Inverness St,Borger,Texas,,,,FALSE
zcrm_1781014000187772957,8/31/22 6:19,8/31/22 10:02,290725,168 Spyglass Park Lane,Montgomery,Texas,,,,FALSE
zcrm_1781014000187770858,8/31/22 5:50,9/1/22 6:21,298649,339 Cardinal Creek,Duncanville,Texas,,,,FALSE
zcrm_1781014000187759916,8/30/22 19:34,9/5/22 14:30,119603,6189 Four Post Lane,Terrell,Texas,,,,FALSE
zcrm_1781014000187756196,8/30/22 16:49,9/3/22 22:04,143144,1626 Glendale Dr,Abilene,Texas,,,,FALSE
zcrm_1781014000187754406,8/30/22 16:26,8/30/22 18:02,298,1724 Shire Street,Pflugerville,Texas,,,,FALSE
zcrm_1781014000187752913,8/30/22 18:55,9/3/22 12:26,62031,219 Loesch Drive,Elgin,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187688985,8/30/22 16:45,8/30/22 19:10,3586,21710 E Mulberry Field Circle,Cypress,Texas,,,,FALSE
zcrm_1781014000187673906,8/30/22 16:03,8/30/22 16:40,ID:e2277f3d-6288-4c63-a72c-907125f399fd,16548 Open View Road 92065,Ramona,California,30-Sep-22,Active,7-Sep-22,FALSE
zcrm_1781014000187654364,8/30/22 14:52,9/3/22 4:53,65939,221 County Road 3812,Cleveland,Texas,,,,FALSE
zcrm_1781014000187654198,8/30/22 14:20,9/1/22 17:49,803,124 Star Pass,Jarrell,Texas,,,,FALSE
zcrm_1781014000187632134,8/30/22 13:15,9/5/22 14:50,101365,4521 Napa Valley Dr.,Argyle,Texas,,,,FALSE
zcrm_1781014000187627550,8/30/22 13:10,8/30/22 14:25,72780,2201 Lakeway Blvd Apt 10,Lakeway,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187618584,8/30/22 12:30,9/6/22 9:56,270819,1366 Fourth St.,Ingleside,Texas,,,,FALSE
zcrm_1781014000187618089,8/30/22 11:12,9/2/22 20:06,365769,23134 Summers Dream,San Antonio,Texas,,,,FALSE
zcrm_1781014000187609681,8/30/22 12:35,9/5/22 19:18,120620,5 Rose Tree Drive,Downingtown,Pennsylvania,,,,FALSE
zcrm_1781014000187609002,8/30/22 10:31,8/31/22 7:35,161666,25714 Coreopsis,San Antonio,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187608067,8/30/22 10:35,8/31/22 18:47,142712,3434 McBroom Street,Dallas,Texas,,Active,7-Sep-22,FALSE
zcrm_1781014000187605701,8/30/22 12:30,8/30/22 15:48,5481,4 Mayleaf Cove,The Hills,Texas,30-Sep-22,Under Contract,7-Sep-22,FALSE
zcrm_1781014000187545424,8/30/22 8:45,8/30/22 9:16,64156,124 Umbrella Sky,Liberty Hill,Texas,,,,FALSE
